# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2025-08-27 15:15:01.781
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
3.348439,-0.0190,-1.1080,-6.4330,6.53
3.361889,-0.2010,-1.1330,-6.7700,6.87
3.377758,-0.3550,-1.2030,-6.9970,7.11
3.378303,-0.4020,-1.2960,-7.2160,7.34
3.394325,-0.4110,-1.3410,-7.3870,7.52
3.398481,-0.3850,-1.4030,-7.4270,7.57
3.411059,-0.3090,-1.4770,-7.4800,7.63
3.427748,-0.2770,-1.4440,-7.4520,7.60
3.428367,-0.1810,-1.3780,-7.3790,7.51
3.444734,-0.1580,-1.3300,-7.3020,7.42
3.448135,-0.1780,-1.2760,-7.2260,7.34
3.461309,-0.2790,-1.1750,-6.9330,7.04
3.475842,-0.4130,-1.0250,-6.5170,6.61
3.478187,-0.5560,-0.8040,-6.1830,6.26
3.494114,-0.6940,-0.5420,-5.6950,5.76
3.498000,-0.7850,-0.2760,-5.2350,5.30
3.510526,-0.9040,0.0380,-4.6420,4.73
3.528035,-0.9710,0.3160,-3.8860,4.02
3.528642,-0.9850,0.5460,-3.1120,3.31
3.543668,-0.8360,0.7470,-2.2050,2.47
3.548207,-0.5720,1.0230,-1.2680,1.73
3.560377,-0.2370,1.3160,-0.1410,1.34
3.576892,0.1910,1.5420,0.8090,1.75
3.577471,0.5890,1.7100,1.7870,2.54
3.594680,1.0410,1.7360,2.4540,3.18
3.597636,1.4200,1.8860,3.1110,3.91
3.610240,1.6570,1.9720,3.6130,4.44
3.627759,1.9440,1.9350,3.9060,4.77
3.628335,2.1440,1.8810,4.3030,5.16
3.644058,2.3920,1.7320,4.5890,5.46
3.647975,2.4790,1.5140,4.8970,5.69
3.661103,2.3360,1.4570,5.2740,5.95
3.677360,2.0820,1.4580,5.3930,5.96
3.677901,1.6770,1.4860,5.4060,5.85
3.693773,1.3390,1.5090,5.1480,5.53
